DOMAIN	CLUSTER
trksporefessedi.info	Campaign_A
tropbox.com	Campaign_A
truckpapaer.com	Campaign_A
truecallerpremium.info	Campaign_A
ts4kh2l1.info	Campaign_A
turkcelim.com	Campaign_A
tutorialesphotoshop.org	Campaign_A
tutvse.info	Campaign_A
txjails.info	Campaign_A
tycoadhesives.com	Campaign_A
ubeat.info	Campaign_A
uberstirke.com	Campaign_A
uforanks.com	Campaign_A
undressedwomen.net	Campaign_A
uniformbound.com	Campaign_A
universallic.info	Campaign_A
unsthots.info	Campaign_A
updtr.net	Campaign_A
upskirtporn.info	Campaign_A
urbanoutfithers.com	Campaign_A
uspstracking.com	Campaign_A
utrbanoutfitters.com	Campaign_A
vajaa.com	Campaign_A
vakantieduitsland.info	Campaign_A
vart7i.info	Campaign_A
vcbvg.info	Campaign_A
vdertra.info	Campaign_A
verdetodo.com	Campaign_A
ver-pelis.org	Campaign_A
verres-progressifs.info	Campaign_A
vhlcenral.com	Campaign_A
victoriassecrest.com	Campaign_A
videoincest.com	Campaign_A
vidik.org	Campaign_A
villantas.info	Campaign_A
vincent-abbeville.com	Campaign_A
violentcomix.com	Campaign_A
viralboard.info	Campaign_A
virgimmedia.com	Campaign_A
virtualbus.info	Campaign_A
vitadesks.com	Campaign_A
vitaplaza.info	Campaign_A
vivoscandicci.com	Campaign_A
vos-etiquettes.com	Campaign_A
vpngate.org	Campaign_A
wal-martcredit.com	Campaign_A
walmartgiftcard.net	Campaign_A
walmartmoneymaters.com	Campaign_A
walmartmoneymatter.com	Campaign_A
walmartvisa.com	Campaign_A
webworth.info	Campaign_A
wesrelm.com	Campaign_A
westcelt.org	Campaign_A
wesua.info	Campaign_A
wiersze.info	Campaign_A
wifi-hacker.org	Campaign_A
wikimost.info	Campaign_A
wikipedioa.org	Campaign_A
wini-shum.com	Campaign_A
winner-topper-1.info	Campaign_A
winowslive.com	Campaign_A
win-prize.info	Campaign_A
wishrobux.info	Campaign_A
wolfgriefing.com	Campaign_A
woogiewoo.com	Campaign_A
worlcum.com	Campaign_A
worldsexmovietube.net	Campaign_A
wowsource.info	Campaign_A
wwfecbook.com	Campaign_A
wwsy.info	Campaign_A
wwwgasparense.com	Campaign_A
wwwgmfamilyfirst.com	Campaign_A
wwwimrmls.com	Campaign_A
wwwkymcolux.com	Campaign_A
wwwlatineuro.com	Campaign_A
wwwlumosity.com	Campaign_A
www-orkut.com	Campaign_A
wwwyoutubr.com	Campaign_A
wynajemlodek.info	Campaign_A
x20picpost.com	Campaign_A
xhameste.com	Campaign_A
xhemters.com	Campaign_A
xn--c1aafnv4byb.com	Campaign_A
xn--ogbe8bb3c.com	Campaign_A
xn--phmphm-xvad.com	Campaign_A
xn--sorubankas-6ub.net	Campaign_A
xn--yahooenespaol-skb.com	Campaign_A
xn--yahooespaol-9db.com	Campaign_A
xpornoizle.com	Campaign_A
xtmobile.com	Campaign_A
yatube.com	Campaign_A
yhigj.info	Campaign_A
yie4zooseif.info	Campaign_A
ynrt.co.il	Campaign_A
yogoogle.com	Campaign_A
you20tube.com	Campaign_A
youbte.com	Campaign_A
youluckywinner.info	Campaign_A
youporntr.com	Campaign_A
yourgoingtohell.com	Campaign_A
yourmobile.info	Campaign_A
yourtoolsforliving.org	Campaign_A
youtubehoo.com	Campaign_A
youwinnerlucky.info	Campaign_A
zambianairways.com	Campaign_A
011188.info	Campaign_B
0daypatch.info	Campaign_B
12cunghoangdao.info	Campaign_B
13whamtv.com	Campaign_B
165kk.info	Campaign_B
16kingmvi.info	Campaign_B
198vip.info	Campaign_B
1birthdaywishes.org	Campaign_B
1carried.info	Campaign_B
1s2c3s.com	Campaign_B
1tech4u.info	Campaign_B
1to3.org	Campaign_B
2019god.info	Campaign_B
235ee.com	Campaign_B
2sshoes.com	Campaign_B
34300.info	Campaign_B
395wfv.info	Campaign_B
3cloudtech-sites.info	Campaign_B
3dgfxstuff.info	Campaign_B
3gsun.com	Campaign_B
4bilder1wort.org	Campaign_B
4downfiles1.info	Campaign_B
4zaim.info	Campaign_B
511mo.org	Campaign_B
51av.org	Campaign_B
54dnorth.info	Campaign_B
55n3.org	Campaign_B
57so.org	Campaign_B
5bhz6.info	Campaign_B
5mnag.info	Campaign_B
5p1ji.info	Campaign_B
5thgradescience.org	Campaign_B
651b1.info	Campaign_B
666av.org	Campaign_B
66pan.org	Campaign_B
66uslp.info	Campaign_B
672b.info	Campaign_B
69love.info	Campaign_B
69postix.info	Campaign_B
720pfilm.org	Campaign_B
742t.info	Campaign_B
7494568.info	Campaign_B
7bug.org	Campaign_B
7jezera.info	Campaign_B
7khmer.info	Campaign_B
7plag.info	Campaign_B
7thavenuefamilyhealthcenter.org	Campaign_B
7thefan.com	Campaign_B
7tmovies3.info	Campaign_B
7tv.org	Campaign_B
7zip.info	Campaign_B
8274732920938373637382920393845262.info	Campaign_B
8club.org	Campaign_B
911clothingandcollectibles.com	Campaign_B
911fly.com	Campaign_B
937mikefm.com	Campaign_B
9696avmm.info	Campaign_B
98hy.info	Campaign_B
99couters.com	Campaign_B
9eslopp.net	Campaign_B
9janewswatch.info	Campaign_B
9love.org	Campaign_B
9w9.org	Campaign_B
9xtunes.info	Campaign_B
a1villasmallorca.com	Campaign_B
aaacwj.com	Campaign_B
aaccot.org	Campaign_B
aaetnanavigator.com	Campaign_B
aafesfcu.org	Campaign_B
aa-oc.org	Campaign_B
aarvyresults.com	Campaign_B
abcdirectshop.com	Campaign_B
abcoster.com	Campaign_B
abeautifulpool.com	Campaign_B
abercombieclothing.com	Campaign_B
abercrombieworkout.org	Campaign_B
abercromieandfinch.com	Campaign_B
aberdaffs.info	Campaign_B
abererombie.com	Campaign_B
abhikalpanfest.org	Campaign_B
abigailspencer.org	Campaign_B
abono.info	Campaign_B
academiccareers-jobs.com	Campaign_B
acanadogfood.org	Campaign_B
accaaglobal.com	Campaign_B
accassessor.org	Campaign_B
accessallstatebenefits.com	Campaign_B
accountonlineupdateinfo.com	Campaign_B
acdelcostore.com	Campaign_B
acecashchecks.com	Campaign_B
acecashexpres.com	Campaign_B
aceguarulhos.com	Campaign_B
acftcalculator.org	Campaign_B
acgirls.com	Campaign_B
achorusline.org	Campaign_B
acolorado.org	Campaign_B
acquabenta.com	Campaign_B
acrhive.org	Campaign_B
acrostic.org	Campaign_B
act-bretagne.com	Campaign_B
actiegeld.info	Campaign_B
actionablebooks.info	Campaign_B
actionsenfance.org	Campaign_B
action-social.org	Campaign_B
actrasit.org	Campaign_B
actu30.info	Campaign_B
adafh.org	Campaign_B
adaisyadayflowersshop.com	Campaign_B
adanandeva.com	Campaign_B
adarshmetrimony.com	Campaign_B
adblog.info	Campaign_B
addblock.org	Campaign_B
addida.com	Campaign_B
addresschangeverification.org	Campaign_B
addyselitefashion.com	Campaign_B
adercrombie.com	Campaign_B
adesivosuniversitarios.com	Campaign_B
adessonews.info	Campaign_B
adherants.com	Campaign_B
adhte.net	Campaign_B
adidasi-nike.info	Campaign_B
adidasshop.org	Campaign_B
adiltwork.com	Campaign_B
adipexdietpills.org	Campaign_B
adi-tech.co.il	Campaign_B
adlsoft.com	Campaign_B
adollarsanddata.info	Campaign_B
adoptunmec.com	Campaign_B
adotaretudodebom.com	Campaign_B
adrianasinsuranse.com	Campaign_B
adsvancer.com	Campaign_B
aduldfriendfinders.com	Campaign_B
adult666.info	Campaign_B
adultmoviesales.com	Campaign_B
advanceautopatrs.com	Campaign_B
adventistmacth.com	Campaign_B
adventurequestwords.com	Campaign_B
advisiorclient.com	Campaign_B
adyshanti.org	Campaign_B
aeaafrique.org	Campaign_B
aeabsexweb.com	Campaign_B
aepizeta.org	Campaign_B
aerboltic.com	Campaign_B
aerobuss.com	Campaign_B
aerogeradores.org	Campaign_B
aeropoatal.com	Campaign_B
afaca.info	Campaign_B
afdar.org	Campaign_B
afella.org	Campaign_B
affix.org	Campaign_B
afpesp.com	Campaign_B
africafashioninternational.com	Campaign_B
africamagictv.com	Campaign_B
agakdg2015.org	Campaign_B
a-game-of-thrones.info	Campaign_B
agendaconsulado.com	Campaign_B
agendesuaconsultacemedcare.com	Campaign_B
agentry.com	Campaign_B
ageoffemdom.com	Campaign_B
agestring.info	Campaign_B
aghataruizdelaprada.com	Campaign_B
agilerails.net	Campaign_B
ahainstuctornetwork.org	Campaign_B
ahcodirect.com	Campaign_B
ahmetcan.info	Campaign_B
aimeimei.info	Campaign_B
airkiok.com	Campaign_B
airmalayasia.com	Campaign_B
airmax2015pascher.info	Campaign_B
airraces.org	Campaign_B
airvf.org	Campaign_B
aises-windsofchangedigitalguides.org	Campaign_B
aitguwahati.org	Campaign_B
aiyouhentai.org	Campaign_B
ajadijobs.com	Campaign_B
ajansmiya.info	Campaign_B
ajasin.com	Campaign_B
akademifantasia9.com	Campaign_B
akiba-pr.info	Campaign_B
akillicaybardagi.org	Campaign_B
akinato.com	Campaign_B
akpk.org	Campaign_B
aksele.info	Campaign_B
akslar.com	Campaign_B
alabamagovernorsmansion.org	Campaign_B
alahambra.org	Campaign_B
alahamed.com	Campaign_B
alberghi-portofino.info	Campaign_B
albertaworks.org	Campaign_B
albertroadsurgery.org	Campaign_B
alcea.info	Campaign_B
aldisusa.com	Campaign_B
aldomoletta.com	Campaign_B
alessandral.info	Campaign_B
alessandro-international.co.il	Campaign_B
alexandertechnique.info	Campaign_B
aliasusa.com	Campaign_B
alicantocapital.com	Campaign_B
alien-earth.org	Campaign_B
alien-music.info	Campaign_B
allhunkguys.com	Campaign_B
alloffmp3.org	Campaign_B
allrecicpes.com	Campaign_B
all-samsungphones.com	Campaign_B
almaarefqatar.com	Campaign_B
almsdr.org	Campaign_B
alongabay.com	Campaign_B
alphabuds.com	Campaign_B
alsader.com	Campaign_B
alsahabmedia.info	Campaign_B
alterzon.info	Campaign_B
altissimo.net	Campaign_B
altmusic.info	Campaign_B
amadorasbrasileira.com	Campaign_B
amagrlsuk.info	Campaign_B
a-makino.com	Campaign_B
amanteoccasional.com	Campaign_B
amarillasintrnet.com	Campaign_B
amateurperformances.net	Campaign_B
amazonbyvip.com	Campaign_B
amazonshoppingindir.info	Campaign_B
amcvote.com	Campaign_B
amerianeagle.com	Campaign_B
americanairlineticket.com	Campaign_B
americanironhorse.com	Campaign_B
americanrelief.org	Campaign_B
americanskiff.com	Campaign_B
americsnas.com	Campaign_B
amerikanskie-telki.info	Campaign_B
amino3.info	Campaign_B
amiro.info	Campaign_B
amorous.info	Campaign_B
amouredpenguin.com	Campaign_B
amruthakalyan.com	Campaign_B
amzdeal1.info	Campaign_B
analsexporno.info	Campaign_B
analsikis.info	Campaign_B
anamariamassage.com	Campaign_B
ananda85group.org	Campaign_B
anandgroup.info	Campaign_B
anardesh.com	Campaign_B
andreavaducci.com	Campaign_B
andrioddrawer.com	Campaign_B
androiddevice.info	Campaign_B
androidfornite.info	Campaign_B
androidsoftware.info	Campaign_B
androidstock.org	Campaign_B
anetonline.org	Campaign_B
angebote.info	Campaign_B
angelaetony.com	Campaign_B
angelsinuniform.com	Campaign_B
angrybirdsnet.com	Campaign_B
angrybirts.com	Campaign_B
animada.info	Campaign_B
animalrescueokeechobee.org	Campaign_B
animals-universe.info	Campaign_B
anime7.org	Campaign_B
anime-sharing.net	Campaign_B
anime-shinden.info	Campaign_B
another1st.org	Campaign_B
anphekhang.info	Campaign_B
anpleur.info	Campaign_B
ansatsu.info	Campaign_B
answerplus.org	Campaign_B
answkey.info	Campaign_B
antalyayozgatlilardernegi.org	Campaign_B
anthonyrussell.info	Campaign_B
antianxietyattack.com	Campaign_B
antifilter.org	Campaign_B
antiochchurchmaryville.org	Campaign_B
antipaganda.info	Campaign_B
aopoge.info	Campaign_B
apartloanfudousan.info	Campaign_B
apaxalarm.com	Campaign_B
apbired.org	Campaign_B
ap-colleg.com	Campaign_B
apcore.org	Campaign_B
apkpardise.org	Campaign_B
apkwait.org	Campaign_B
appdoo.org	Campaign_B
aprenderingles-sila.com	Campaign_B
arab-porn.org	Campaign_B
aracelysbakeryinc.com	Campaign_B
arademicskillbuilders.com	Campaign_B
arapsexweb.com	Campaign_B
archivepornxxx.com	Campaign_B
arielryden.com	Campaign_B
arliowa.org	Campaign_B
armeniablog.info	Campaign_B
armstromg.com	Campaign_B
aromat-bit.info	Campaign_B
arrivenet.com	Campaign_B
articlecollection.info	Campaign_B
articlesdepot.info	Campaign_B
artistiksigns.com	Campaign_B
art-zaya.com	Campaign_B
arxitekr.info	Campaign_B
asadvoip.info	Campaign_B
asanbux.com	Campaign_B
ashdsjxn.info	Campaign_B
ashkelonim.com	Campaign_B
ashleyfurnituehomestore.com	Campaign_B
ashmoorparke.org	Campaign_B
asiansnoekiecookie.info	Campaign_B
asiazen.org	Campaign_B
asifederalcreditunion.com	Campaign_B
asitentesvip.com	Campaign_B
asmarks.info	Campaign_B
assertj.org	Campaign_B
assistafilmeonline.com	Campaign_B
assistindoseries.net	Campaign_B
assistirfilmesonlinehd.org	Campaign_B
astarelectronics.com	Campaign_B
astillerotv.com	Campaign_B
astucedokkan.info	Campaign_B
aswaq-alsudan.com	Campaign_B
atantabraves.com	Campaign_B
athletci.net	Campaign_B
atllanticbb.net	Campaign_B
atokexpress.info	Campaign_B
atsulat-haemek.co.il	Campaign_B
auctiondrop.com	Campaign_B
audiablepodcast.com	Campaign_B
austiran.com	Campaign_B
auto1132.info	Campaign_B
autopuls.info	Campaign_B
autthorize.net	Campaign_B
avakin.info	Campaign_B
avgaa.com	Campaign_B
avgpctuneup2019.info	Campaign_B
avtodeli.info	Campaign_B
aytma.info	Campaign_B
azcouponers.info	Campaign_B
azjobebooks.info	Campaign_B
b2badvantage.net	Campaign_B
b2knew.info	Campaign_B
babiesru.com	Campaign_B
babrbiegirl.com	Campaign_B
babybotttlepop.com	Campaign_B
babyidol.com	Campaign_B
babyshowerinvatation.com	Campaign_B
bachillereshuetamo.com	Campaign_B
bacsidinhduong.info	Campaign_B
badcreditloansguaranteedapproval.net	Campaign_B
baetrice.org	Campaign_B
bagira.org	Campaign_B
bagishared.info	Campaign_B
bagnbros.com	Campaign_B
bahth.info	Campaign_B
baiban44.info	Campaign_B
baillii.org	Campaign_B
bailu888.info	Campaign_B
baixae.org	Campaign_B
baixargratis.info	Campaign_B
baixarits.com	Campaign_B
baixarjogoscompletos.info	Campaign_B
bakearella.com	Campaign_B
balaicza.info	Campaign_B
balckfridaydeals.com	Campaign_B
ballbustingsocial.com	Campaign_B
ballotopedia.org	Campaign_B
ballysfitnesscenters.com	Campaign_B
ballystotal.com	Campaign_B
balsum.com	Campaign_B
baltinglass.org	Campaign_B
bamkone.com	Campaign_B
banarepublic.com	Campaign_B
banbireland.com	Campaign_B
bancodelpacifco.com	Campaign_B
bancosal.com	Campaign_B
bancredcar.com	Campaign_B
bangbrps.com	Campaign_B
banglachotiboi.info	Campaign_B
bangladeshixnxx.com	Campaign_B
banglalionwmax.com	Campaign_B
bangsaiarts.org	Campaign_B
bankaunited.com	Campaign_B
bankingexamsindia.com	Campaign_B
bankmeli.com	Campaign_B
bankobamerica.com	Campaign_B
bankofamericaeddcard.com	Campaign_B
bankofamericafairfund.com	Campaign_B
bankokofamerica.com	Campaign_B
bankov.info	Campaign_B
bank-soal-un.com	Campaign_B
banmian7.info	Campaign_B
bannerandlogodesigner.com	Campaign_B
bannkofamerican.com	Campaign_B
baots.net	Campaign_B
bappedapemalang.info	Campaign_B
baptisrfirst.org	Campaign_B
baptisttempleschool.org	Campaign_B
bapujidashrathbhaipatel.org	Campaign_B
barbiecooking.com	Campaign_B
barbiedressgames.com	Campaign_B
barbiegiris.com	Campaign_B
barbiegirles.com	Campaign_B
barbieidesign.com	Campaign_B
barbieland.com	Campaign_B
barbymodels.com	Campaign_B
barclayd.com	Campaign_B
barcs.info	Campaign_B
barodapharma.info	Campaign_B
barrettcars.com	Campaign_B
barserafina.com	Campaign_B
bartowcountyparksandrec.org	Campaign_B
barvinok.info	Campaign_B
baseballhistory.info	Campaign_B
baseballsave.com	Campaign_B
baskino.net	Campaign_B
basshenge.org	Campaign_B
basta.info	Campaign_B
batdongsanvincom.info	Campaign_B
batik.info	Campaign_B
batopunhetaadoidado.com	Campaign_B
battlefeild4.com	Campaign_B
baudio.info	Campaign_B
baysync.org	Campaign_B
baywind1002.info	Campaign_B
bbbaptistchurch.org	Campaign_B
bbcos.org	Campaign_B
bbcvids.org	Campaign_B
bborooahcollege.org	Campaign_B
bbpoeplemeet.com	Campaign_B
bbsdonate.org	Campaign_B
bbsubscriptions.com	Campaign_B
bcbsg.com	Campaign_B
bcvcuk.com	Campaign_B
bdlove24.info	Campaign_B
be-7.info	Campaign_B
beachboners.org	Campaign_B
beanstock.org	Campaign_B
beasthost.com	Campaign_B
beatsbydry.com	Campaign_B
beautifulbeauty.info	Campaign_B
beautpedia.com	Campaign_B
beautyboundcountrygirl.info	Campaign_B
beautygal.info	Campaign_B
beautyofboys.info	Campaign_B
beautytime-dayspa.com	Campaign_B
beautyworld3.info	Campaign_B
bebate.org	Campaign_B
bedpunjab.org	Campaign_B
bedtimesstowies.info	Campaign_B
beeconimic.com	Campaign_B
beegl.com	Campaign_B
behenevis.com	Campaign_B
behive.org	Campaign_B
beibleid.com	Campaign_B
beimba.com	Campaign_B
belajarbisnis.info	Campaign_B
belajaronline.org	Campaign_B
belajarpc.info	Campaign_B
belazio.com	Campaign_B
bellacorlighting.com	Campaign_B
bellesouth.net	Campaign_B
bellsourth.com	Campaign_B
bellsouthmail.com	Campaign_B
bellsoutrh.com	Campaign_B
bemidjioutdoorpowerequipment.com	Campaign_B
bengalfisheriesinvestment.org	Campaign_B
bensonfire.org	Campaign_B
bentlyauction.com	Campaign_B
benuaghty.com	Campaign_B
beotubex.info	Campaign_B
bepic.info	Campaign_B
beragam.info	Campaign_B
beretta-e.org	Campaign_B
berkleysettlement.com	Campaign_B
berlinerdesign.co.il	Campaign_B
best10workathome.org	Campaign_B
bestamateurporn.org	Campaign_B
bestbuyaccounts.com	Campaign_B
bestbuygiftcards.com	Campaign_B
bestbuysstore.com	Campaign_B
bestgirlpositions69.info	Campaign_B
bestmedc.info	Campaign_B
bestmonitor.info	Campaign_B
bestmovies.info	Campaign_B
bestpracticefundraising.org	Campaign_B
bestpromo2018.info	Campaign_B
bestromanianlinks.info	Campaign_B
bestsitebookmarks.info	Campaign_B
bethmore.org	Campaign_B
bettersalud.info	Campaign_B
bewekoof.com	Campaign_B
bewerbungsschreiben.info	Campaign_B
bewildandout.org	Campaign_B
beylikduzugunlukkiralik.org	Campaign_B
beyodntherack.com	Campaign_B
beyonceporn.com	Campaign_B
beyondme.info	Campaign_B
bezmer.info	Campaign_B
bf6.org	Campaign_B
bfbs-tv.com	Campaign_B
bfcards.info	Campaign_B
bgsalumni.org	Campaign_B
bharathworkonline.com	Campaign_B
bheyafry.com	Campaign_B
bhimybenefits.com	Campaign_B
biddulpsberg.com	Campaign_B
bigassblonde.com	Campaign_B
bigbazeer.com	Campaign_B
big-boss.org	Campaign_B
bigcartal.com	Campaign_B
big-library.info	Campaign_B
bigmouthboatsupply.com	Campaign_B
bigusanews.info	Campaign_B
biip.info	Campaign_B
bikinigirlss.info	Campaign_B
billing-select.com	Campaign_B
billofrightinstitute.org	Campaign_B
billybrim.org	Campaign_B
billywitchdoctor.com	Campaign_B
binanceref.info	Campaign_B
binanceregister.info	Campaign_B
binhood.org	Campaign_B
binmajed.net	Campaign_B
birimfiyat.info	Campaign_B
birthdayspress.com	Campaign_B
birzhaznanii.info	Campaign_B
bitezhanbeach.com	Campaign_B
bizbuildermastery.info	Campaign_B
bizimkizlar.org	Campaign_B
biznesy.info	Campaign_B
blackboad.com	Campaign_B
blackmillclothing.com	Campaign_B
blackopsairsoftguns.com	Campaign_B
blackplague.org	Campaign_B
blogclub.info	Campaign_B
blogin2blogging.info	Campaign_B
bluelightcard.com	Campaign_B
bluestarbrass.com	Campaign_B
bmicharter.org	Campaign_B
bmwussa.com	Campaign_B
bnsp-indonesia.org	Campaign_B
bnymellonhub.com	Campaign_B
boards4chan.org	Campaign_B
boatpartsonlinesuperstoredisc.info	Campaign_B
bobbybonesshow.com	Campaign_B
bobochka.info	Campaign_B
bobsmodelships.com	Campaign_B
bobstestdomain.info	Campaign_B
bobswatersports.com	Campaign_B
bogartty.info	Campaign_B
bokepfull.com	Campaign_B
bokepgratiz.info	Campaign_B
bombasymotoresbmt.com	Campaign_B
bombome.com	Campaign_B
booksamillions.com	Campaign_B
boookz.org	Campaign_B
bordertownbandits.org	Campaign_B
borken-naturheilpraxis.info	Campaign_B
borocayboard.com	Campaign_B
boxtengames.com	Campaign_B
boyonthenet.com	Campaign_B
br530.info	Campaign_B
bradescoacesso.info	Campaign_B
bradescocliente.info	Campaign_B
brainsclub.org	Campaign_B
brandzbrandzbrandz.info	Campaign_B
brasilbandalarga.net	Campaign_B
bravesentry.com	Campaign_B
brazercafe.com	Campaign_B
brazras.com	Campaign_B
brazzers-hdx.info	Campaign_B
brigitteassistentes.com	Campaign_B
brilliancepowerfulfactor.info	Campaign_B
britishairwayjobs.com	Campaign_B
britishmotocyclegear.com	Campaign_B
brocktonpublicschools.org	Campaign_B
browaed.org	Campaign_B
brtweb.com	Campaign_B
brunstadportal.org	Campaign_B
